"date","hour","total_trips"
2024-07-05,7,920
2024-07-05,8,1585
2024-07-05,9,1218
2024-07-05,10,1067
2024-07-05,11,1282
2024-07-05,12,1313
2024-07-05,13,1478
2024-07-05,14,1499
2024-07-05,15,1835
2024-07-05,16,2265
2024-07-05,17,2355
2024-07-05,18,1205
2024-07-05,19,1581
2024-07-05,20,1369
2024-07-05,21,1066
2024-07-05,22,894
2024-07-05,23,944
2024-07-06,0,629
2024-07-06,1,447
2024-07-06,2,374
2024-07-06,3,161
2024-07-06,4,85
2024-07-06,5,93
2024-07-06,6,246
2024-07-06,7,369
2024-07-06,8,701
2024-07-06,9,1077
2024-07-06,10,1487
2024-07-06,11,2018
2024-07-06,12,1970
2024-07-06,13,1741
2024-07-06,14,2052
2024-07-06,15,2251
2024-07-06,16,2243
2024-07-06,17,2404
2024-07-06,18,2145
2024-07-06,19,2058
2024-07-06,20,1846
2024-07-06,21,1468
2024-07-06,22,1117
2024-07-06,23,918
2024-07-07,0,628
2024-07-07,1,511
2024-07-07,2,390
2024-07-07,3,219
2024-07-07,4,115
2024-07-07,5,89
2024-07-07,6,186
2024-07-07,7,357
2024-07-07,8,567
2024-07-07,9,941
2024-07-07,10,1340
2024-07-07,11,1678
2024-07-07,12,1929
2024-07-07,13,2173
2024-07-07,14,2295
2024-07-07,15,2296
2024-07-07,16,2401
2024-07-07,17,2342
2024-07-07,18,2252
2024-07-07,19,1940
2024-07-07,20,1760
2024-07-07,21,1222
2024-07-07,22,913
2024-07-07,23,588
2024-07-08,0,293
2024-07-08,1,178
2024-07-08,2,121
2024-07-08,3,37
2024-07-08,4,67
2024-07-08,5,198
2024-07-08,6,531
2024-07-08,7,1043
2024-07-08,8,2103
2024-07-08,9,1154
2024-07-08,10,806
2024-07-08,11,931
2024-07-08,12,1105
2024-07-08,13,1132
2024-07-08,14,1144
2024-07-08,15,1420
2024-07-08,16,2317
2024-07-08,17,3361
2024-07-08,18,2963
2024-07-08,19,2321
2024-07-08,20,1956
2024-07-08,21,1501
2024-07-08,22,899
2024-07-08,23,485
2024-07-09,0,293
2024-07-09,1,140
2024-07-09,2,100
2024-07-09,3,56
2024-07-09,4,48
2024-07-09,5,193
2024-07-09,6,602
2024-07-09,7,1176
2024-07-09,8,2584
2024-07-09,9,1492
2024-07-09,10,930
2024-07-09,11,1049
2024-07-09,12,1166
2024-07-09,13,1184
2024-07-09,14,1322
2024-07-09,15,1500
2024-07-09,16,2299
2024-07-09,17,3731
2024-07-09,18,2994
2024-07-09,19,2653
2024-07-09,20,1809
2024-07-09,21,1321
2024-07-09,22,1183
2024-07-09,23,714
2024-07-10,0,353
2024-07-10,1,156
2024-07-10,2,86
2024-07-10,3,65
2024-07-10,4,52
2024-07-10,5,107
2024-07-10,6,143
2024-07-10,7,168
2024-07-10,8,218
2024-07-10,9,744
2024-07-10,10,659
2024-07-10,11,770
2024-07-10,12,887
2024-07-10,13,439
2024-07-10,14,456
2024-07-10,15,1059
2024-07-10,16,1672
2024-07-10,17,2629
2024-07-10,18,2107
2024-07-10,19,1601
2024-07-10,20,1191
2024-07-10,21,608
2024-07-10,22,594
2024-07-10,23,307
2024-07-11,0,183
2024-07-11,1,70
2024-07-11,2,69
2024-07-11,3,28
2024-07-11,4,43
2024-07-11,5,109
2024-07-11,6,281
2024-07-11,7,822
2024-07-11,8,2276
2024-07-11,9,1421
2024-07-11,10,935
2024-07-11,11,1017
2024-07-11,12,1200
2024-07-11,13,1247
2024-07-11,14,1259
2024-07-11,15,1577
2024-07-11,16,2429
2024-07-11,17,3515
2024-07-11,18,3070
2024-07-11,19,2330
2024-07-11,20,1919
2024-07-11,21,1607
2024-07-11,22,1057
2024-07-11,23,820
2024-07-12,0,416
2024-07-12,1,203
2024-07-12,2,160
2024-07-12,3,65
2024-07-12,4,60
2024-07-12,5,179
2024-07-12,6,462
2024-07-12,7,957
2024-07-12,8,1639
2024-07-12,9,1252
2024-07-12,10,1069
2024-07-12,11,1248
2024-07-12,12,1424
2024-07-12,13,1582
2024-07-12,14,1590
2024-07-12,15,1916
2024-07-12,16,2534
2024-07-12,17,1690
2024-07-12,18,1318
2024-07-12,19,861
2024-07-12,20,400
2024-07-12,21,721
2024-07-12,22,735
2024-07-12,23,689
2024-07-13,0,585
2024-07-13,1,435
2024-07-13,2,352
2024-07-13,3,188
2024-07-13,4,118
2024-07-13,5,129
2024-07-13,6,227
2024-07-13,7,419
2024-07-13,8,786
2024-07-13,9,1230
2024-07-13,10,1545
2024-07-13,11,1940
2024-07-13,12,2243
2024-07-13,13,2303
2024-07-13,14,2451
2024-07-13,15,2559
2024-07-13,16,2530
2024-07-13,17,2445
2024-07-13,18,2478
2024-07-13,19,2382
2024-07-13,20,2017
2024-07-13,21,1577
2024-07-13,22,1471
2024-07-13,23,1309
2024-07-14,0,1008
2024-07-14,1,613
2024-07-14,2,561
2024-07-14,3,309
2024-07-14,4,127
2024-07-14,5,117
2024-07-14,6,262
2024-07-14,7,355
2024-07-14,8,673
2024-07-14,9,1087
2024-07-14,10,1376
2024-07-14,11,1806
2024-07-14,12,1975
2024-07-14,13,2310
2024-07-14,14,1257
2024-07-14,15,1143
2024-07-14,16,1335
2024-07-14,17,2071
2024-07-14,18,2109
2024-07-14,19,1874
2024-07-14,20,1484
2024-07-14,21,1165
2024-07-14,22,867
2024-07-14,23,714
2024-07-15,0,558
2024-07-15,1,194
2024-07-15,2,121
2024-07-15,3,61
2024-07-15,4,66
2024-07-15,5,181
2024-07-15,6,530
2024-07-15,7,1072
2024-07-15,8,2084
2024-07-15,9,1249
2024-07-15,10,833
2024-07-15,11,452
2024-07-15,12,408
2024-07-15,13,280
2024-07-15,14,574
2024-07-15,15,860
2024-07-15,16,319
2024-07-15,17,1797
2024-07-15,18,2300
2024-07-15,19,1985
2024-07-15,20,1667
2024-07-15,21,1247
2024-07-15,22,920
2024-07-15,23,758
2024-07-16,0,317
2024-07-16,1,144
2024-07-16,2,84
2024-07-16,3,66
2024-07-16,4,56
2024-07-16,5,197
2024-07-16,6,566
2024-07-16,7,1131
2024-07-16,8,2513
2024-07-16,9,511
2024-07-16,10,137
2024-07-16,11,45
2024-07-16,12,181
2024-07-16,13,1388
2024-07-16,14,2056
2024-07-16,15,1953
2024-07-16,16,2482
2024-07-16,17,3287
2024-07-16,18,2745
2024-07-16,19,2303
2024-07-16,20,1794
2024-07-16,21,1389
2024-07-16,22,921
2024-07-16,23,574
2024-07-17,0,318
2024-07-17,1,154
2024-07-17,2,121
2024-07-17,3,69
2024-07-17,4,63
2024-07-17,5,193
2024-07-17,6,551
2024-07-17,7,1189
2024-07-17,8,2553
2024-07-17,9,1499
2024-07-17,10,954
2024-07-17,11,1075
2024-07-17,12,1231
2024-07-17,13,1320
2024-07-17,14,1371
2024-07-17,15,1628
2024-07-17,16,2615
2024-07-17,17,3882
2024-07-17,18,3231
2024-07-17,19,2509
2024-07-17,20,2002
2024-07-17,21,1548
2024-07-17,22,1340
2024-07-17,23,1027
2024-07-18,0,417
2024-07-18,1,146
2024-07-18,2,114
2024-07-18,3,73
2024-07-18,4,62
2024-07-18,5,171
2024-07-18,6,525
2024-07-18,7,1256
2024-07-18,8,2697
2024-07-18,9,1563
2024-07-18,10,1024
2024-07-18,11,1101
2024-07-18,12,1283
2024-07-18,13,1284
2024-07-18,14,1379
2024-07-18,15,1749
2024-07-18,16,2699
2024-07-18,17,4022
2024-07-18,18,3476
2024-07-18,19,2750
2024-07-18,20,2230
2024-07-18,21,1710
2024-07-18,22,1121
2024-07-18,23,863
2024-07-19,0,443
2024-07-19,1,220
2024-07-19,2,186
2024-07-19,3,72
2024-07-19,4,68
2024-07-19,5,206
2024-07-19,6,458
2024-07-19,7,923
2024-07-19,8,1726
2024-07-19,9,1326
2024-07-19,10,1080
2024-07-19,11,1216
2024-07-19,12,1537
2024-07-19,13,1720
2024-07-19,14,1840
2024-07-19,15,2110
2024-07-19,16,2568
2024-07-19,17,3234
2024-07-19,18,3052
2024-07-19,19,2447
2024-07-19,20,2049
2024-07-19,21,1579
2024-07-19,22,1303
2024-07-19,23,1067
2024-07-20,0,772
2024-07-20,1,489
2024-07-20,2,411
2024-07-20,3,238
2024-07-20,4,73
2024-07-20,5,108
2024-07-20,6,227
2024-07-20,7,445
2024-07-20,8,741
2024-07-20,9,1223
2024-07-20,10,1597
2024-07-20,11,1951
2024-07-20,12,2193
2024-07-20,13,2372
2024-07-20,14,2405
2024-07-20,15,2482
2024-07-20,16,2508
2024-07-20,17,2467
2024-07-20,18,2676
2024-07-20,19,2339
2024-07-20,20,1927
2024-07-20,21,1515
2024-07-20,22,1265
2024-07-20,23,1153
2024-07-21,0,807
2024-07-21,1,563
2024-07-21,2,539
2024-07-21,3,306
2024-07-21,4,140
2024-07-21,5,122
2024-07-21,6,209
2024-07-21,7,370
2024-07-21,8,546
2024-07-21,9,1073
2024-07-21,10,1408
2024-07-21,11,1700
2024-07-21,12,1782
2024-07-21,13,2009
2024-07-21,14,2128
2024-07-21,15,2321
2024-07-21,16,2404
2024-07-21,17,2253
2024-07-21,18,2291
2024-07-21,19,2039
2024-07-21,20,1725
2024-07-21,21,1223
2024-07-21,22,893
2024-07-21,23,575
2024-07-22,0,347
2024-07-22,1,152
2024-07-22,2,126
2024-07-22,3,77
2024-07-22,4,54
2024-07-22,5,211
2024-07-22,6,522
2024-07-22,7,1026
2024-07-22,8,2125
2024-07-22,9,1236
2024-07-22,10,856
2024-07-22,11,948
2024-07-22,12,1174
2024-07-22,13,1226
2024-07-22,14,1235
2024-07-22,15,1591
2024-07-22,16,2255
2024-07-22,17,3369
2024-07-22,18,2907
2024-07-22,19,2376
2024-07-22,20,1847
2024-07-22,21,1351
2024-07-22,22,876
2024-07-22,23,535
2024-07-23,0,268
2024-07-23,1,147
2024-07-23,2,98
2024-07-23,3,62
2024-07-23,4,65
2024-07-23,5,238
2024-07-23,6,668
2024-07-23,7,1273
2024-07-23,8,2634
2024-07-23,9,1619
2024-07-23,10,946
2024-07-23,11,1048
2024-07-23,12,1290
2024-07-23,13,1301
2024-07-23,14,1306
2024-07-23,15,1678
2024-07-23,16,2510
2024-07-23,17,4107
2024-07-23,18,3370
2024-07-23,19,2585
2024-07-23,20,2165
2024-07-23,21,1670
2024-07-23,22,1241
2024-07-23,23,800
2024-07-24,0,392
2024-07-24,1,161
2024-07-24,2,130
2024-07-24,3,53
2024-07-24,4,71
2024-07-24,5,199
2024-07-24,6,576
2024-07-24,7,1274
2024-07-24,8,2686
2024-07-24,9,1561
2024-07-24,10,983
2024-07-24,11,733
2024-07-24,12,499
2024-07-24,13,919
2024-07-24,14,478
2024-07-24,15,1252
2024-07-24,16,2107
2024-07-24,17,3524
2024-07-24,18,3028
2024-07-24,19,2370
2024-07-24,20,1989
2024-07-24,21,1507
2024-07-24,22,1062
2024-07-24,23,811
2024-07-25,0,410
2024-07-25,1,183
2024-07-25,2,108
2024-07-25,3,54
2024-07-25,4,69
2024-07-25,5,185
2024-07-25,6,582
2024-07-25,7,1243
2024-07-25,8,2608
2024-07-25,9,1541
2024-07-25,10,1133
2024-07-25,11,1167
2024-07-25,12,1360
2024-07-25,13,1440
2024-07-25,14,1473
2024-07-25,15,1755
2024-07-25,16,2494
2024-07-25,17,1266
2024-07-25,18,1936
2024-07-25,19,2793
2024-07-25,20,2166
2024-07-25,21,1647
2024-07-25,22,1275
2024-07-25,23,1008
2024-07-26,0,485
2024-07-26,1,283
2024-07-26,2,168
2024-07-26,3,76
2024-07-26,4,88
2024-07-26,5,180
2024-07-26,6,509
2024-07-26,7,1004
2024-07-26,8,1802
2024-07-26,9,1327
2024-07-26,10,1100
2024-07-26,11,1258
2024-07-26,12,1577
2024-07-26,13,1701
2024-07-26,14,1712
2024-07-26,15,2029
2024-07-26,16,2589
2024-07-26,17,3077
2024-07-26,18,2940
2024-07-26,19,2464
2024-07-26,20,2037
2024-07-26,21,1564
2024-07-26,22,1380
2024-07-26,23,1173
2024-07-27,0,791
2024-07-27,1,533
2024-07-27,2,482
2024-07-27,3,214
2024-07-27,4,111
2024-07-27,5,114
2024-07-27,6,205
2024-07-27,7,462
2024-07-27,8,757
2024-07-27,9,1300
2024-07-27,10,1573
2024-07-27,11,1908
2024-07-27,12,2221
2024-07-27,13,2238
2024-07-27,14,2378
2024-07-27,15,2407
2024-07-27,16,2410
2024-07-27,17,2492
2024-07-27,18,2566
2024-07-27,19,2351
2024-07-27,20,1946
2024-07-27,21,1563
2024-07-27,22,1433
2024-07-27,23,1205
2024-07-28,0,889
2024-07-28,1,640
2024-07-28,2,493
2024-07-28,3,242
2024-07-28,4,140
2024-07-28,5,97
2024-07-28,6,202
2024-07-28,7,379
2024-07-28,8,651
2024-07-28,9,1096
2024-07-28,10,1429
2024-07-28,11,1713
2024-07-28,12,1911
2024-07-28,13,1995
2024-07-28,14,2236
2024-07-28,15,2282
2024-07-28,16,2197
2024-07-28,17,2297
2024-07-28,18,2298
2024-07-28,19,2164
2024-07-28,20,1768
2024-07-28,21,1358
2024-07-28,22,954
2024-07-28,23,709
2024-07-29,0,336
2024-07-29,1,190
2024-07-29,2,131
2024-07-29,3,89
2024-07-29,4,60
2024-07-29,5,195
2024-07-29,6,519
2024-07-29,7,1023
2024-07-29,8,2081
2024-07-29,9,1242
2024-07-29,10,945
2024-07-29,11,978
2024-07-29,12,1154
2024-07-29,13,1162
2024-07-29,14,1247
2024-07-29,15,1519
2024-07-29,16,2340
2024-07-29,17,3508
2024-07-29,18,2925
2024-07-29,19,2493
2024-07-29,20,1935
2024-07-29,21,1471
2024-07-29,22,944
2024-07-29,23,574
2024-07-30,0,278
2024-07-30,1,158
2024-07-30,2,106
2024-07-30,3,53
2024-07-30,4,62
2024-07-30,5,200
2024-07-30,6,629
2024-07-30,7,1211
2024-07-30,8,2563
2024-07-30,9,1464
2024-07-30,10,971
2024-07-30,11,994
2024-07-30,12,1188
2024-07-30,13,1133
2024-07-30,14,1249
2024-07-30,15,1478
2024-07-30,16,2370
2024-07-30,17,3745
2024-07-30,18,2895
2024-07-30,19,2387
2024-07-30,20,1869
2024-07-30,21,1451
2024-07-30,22,944
2024-07-30,23,880
2024-07-31,0,369
2024-07-31,1,223
2024-07-31,2,101
2024-07-31,3,53
2024-07-31,4,59
2024-07-31,5,189
2024-07-31,6,619
2024-07-31,7,1240
2024-07-31,8,2625
2024-07-31,9,1588
2024-07-31,10,1019
2024-07-31,11,1101
2024-07-31,12,1231
2024-07-31,13,1269
2024-07-31,14,1274
2024-07-31,15,1586
2024-07-31,16,2516
2024-07-31,17,3770
2024-07-31,18,2462
2024-07-31,19,2325
2024-07-31,20,2012
2024-07-31,21,1502
2024-07-31,22,1229
2024-07-31,23,892
2024-08-01,0,363
2024-08-01,1,216
2024-08-01,2,106
2024-08-01,3,68
2024-08-01,4,63
2024-08-01,5,200
2024-08-01,6,615
2024-08-01,7,1114
2024-08-01,8,2368
2024-08-01,9,1459
2024-08-01,10,1034
2024-08-01,11,958
2024-08-01,12,1250
2024-08-01,13,1236
2024-08-01,14,1300
2024-08-01,15,1573
2024-08-01,16,2572
2024-08-01,17,3672
2024-08-01,18,3096
2024-08-01,19,2502
2024-08-01,20,2006
2024-08-01,21,1664
2024-08-01,22,1063
2024-08-01,23,991
2024-08-02,0,475
2024-08-02,1,258
2024-08-02,2,173
2024-08-02,3,116
2024-08-02,4,68
2024-08-02,5,180
2024-08-02,6,485
2024-08-02,7,811
2024-08-02,8,1354
2024-08-02,9,1193
2024-08-02,10,994
2024-08-02,11,1060
2024-08-02,12,1182
2024-08-02,13,1437
2024-08-02,14,1639
2024-08-02,15,1878
2024-08-02,16,2319
2024-08-02,17,2563
2024-08-02,18,2285
2024-08-02,19,2105
2024-08-02,20,1706
2024-08-02,21,1382
2024-08-02,22,1039
2024-08-02,23,995
2024-08-03,0,810
2024-08-03,1,611
2024-08-03,2,501
2024-08-03,3,264
2024-08-03,4,122
2024-08-03,5,115
2024-08-03,6,220
2024-08-03,7,398
2024-08-03,8,705
2024-08-03,9,1031
2024-08-03,10,1323
2024-08-03,11,1642
2024-08-03,12,1901
2024-08-03,13,2057
2024-08-03,14,2322
2024-08-03,15,2313
2024-08-03,16,2340
2024-08-03,17,2278
2024-08-03,18,2346
2024-08-03,19,2083
2024-08-03,20,1739
2024-08-03,21,1404
2024-08-03,22,1102
2024-08-03,23,982
2024-08-04,0,711
2024-08-04,1,569
2024-08-04,2,520
2024-08-04,3,313
2024-08-04,4,168
2024-08-04,5,95
2024-08-04,6,211
2024-08-04,7,335
2024-08-04,8,577
2024-08-04,9,916
2024-08-04,10,1323
2024-08-04,11,1622
2024-08-04,12,1683
2024-08-04,13,1690
2024-08-04,14,1877
2024-08-04,15,1998
2024-08-04,16,2120
2024-08-04,17,2062
2024-08-04,18,2005
2024-08-04,19,1995
2024-08-04,20,1699
2024-08-04,21,1238
2024-08-04,22,1130
2024-08-04,23,844
2024-08-05,0,588
2024-08-05,1,445
2024-08-05,2,317
2024-08-05,3,217
2024-08-05,4,161
2024-08-05,5,144
2024-08-05,6,193
2024-08-05,7,208
2024-08-05,8,391
2024-08-05,9,636
2024-08-05,10,884
2024-08-05,11,1172
2024-08-05,12,1398
2024-08-05,13,1629
2024-08-05,14,1826
2024-08-05,15,1972
2024-08-05,16,1277
2024-08-05,17,732
2024-08-05,18,703
2024-08-05,19,750
2024-08-05,20,843
2024-08-05,21,614
2024-08-05,22,539
2024-08-05,23,432
2024-08-06,0,282
2024-08-06,1,145
2024-08-06,2,98
2024-08-06,3,56
2024-08-06,4,65
2024-08-06,5,184
2024-08-06,6,391
2024-08-06,7,912
2024-08-06,8,1446
2024-08-06,9,568
2024-08-06,10,477
2024-08-06,11,562
2024-08-06,12,769
2024-08-06,13,837
2024-08-06,14,1005
2024-08-06,15,1345
2024-08-06,16,2098
2024-08-06,17,3265
2024-08-06,18,3105
2024-08-06,19,2168
2024-08-06,20,1829
2024-08-06,21,1465
2024-08-06,22,939
2024-08-06,23,644
2024-08-07,0,329
2024-08-07,1,166
2024-08-07,2,101
2024-08-07,3,65
2024-08-07,4,70
2024-08-07,5,214
2024-08-07,6,539
2024-08-07,7,1275
2024-08-07,8,2619
2024-08-07,9,1476
2024-08-07,10,1061
2024-08-07,11,1166
2024-08-07,12,1415
2024-08-07,13,1400
2024-08-07,14,1385
2024-08-07,15,1647
2024-08-07,16,2798
2024-08-07,17,4060
2024-08-07,18,3432
2024-08-07,19,2680
2024-08-07,20,2164
2024-08-07,21,1606
2024-08-07,22,1149
2024-08-07,23,745
2024-08-08,0,345
2024-08-08,1,185
2024-08-08,2,138
2024-08-08,3,58
2024-08-08,4,76
2024-08-08,5,189
2024-08-08,6,571
2024-08-08,7,1244
2024-08-08,8,2499
2024-08-08,9,1578
2024-08-08,10,1008
2024-08-08,11,1109
2024-08-08,12,1238
2024-08-08,13,1313
2024-08-08,14,1316
2024-08-08,15,1543
2024-08-08,16,2486
2024-08-08,17,3760
2024-08-08,18,3181
2024-08-08,19,2305
2024-08-08,20,1722
2024-08-08,21,1436
2024-08-08,22,1252
2024-08-08,23,799
2024-08-09,0,388
2024-08-09,1,258
2024-08-09,2,175
2024-08-09,3,65
2024-08-09,4,51
2024-08-09,5,69
2024-08-09,6,311
2024-08-09,7,605
2024-08-09,8,1013
2024-08-09,9,696
2024-08-09,10,630
2024-08-09,11,466
2024-08-09,12,912
2024-08-09,13,1151
2024-08-09,14,1424
2024-08-09,15,1792
2024-08-09,16,2287
2024-08-09,17,2870
2024-08-09,18,2865
2024-08-09,19,2512
2024-08-09,20,1852
2024-08-09,21,1468
2024-08-09,22,1403
2024-08-09,23,1086
2024-08-10,0,767
2024-08-10,1,499
2024-08-10,2,448
2024-08-10,3,249
2024-08-10,4,126
2024-08-10,5,105
2024-08-10,6,248
2024-08-10,7,480
2024-08-10,8,769
2024-08-10,9,1225
2024-08-10,10,1586
2024-08-10,11,1834
2024-08-10,12,2116
2024-08-10,13,2279
2024-08-10,14,2344
2024-08-10,15,2394
2024-08-10,16,2471
2024-08-10,17,2454
2024-08-10,18,2331
2024-08-10,19,1975
2024-08-10,20,1571
2024-08-10,21,1303
2024-08-10,22,1098
2024-08-10,23,657
2024-08-11,0,751
2024-08-11,1,429
2024-08-11,2,381
2024-08-11,3,238
2024-08-11,4,117
2024-08-11,5,94
2024-08-11,6,176
2024-08-11,7,319
2024-08-11,8,616
2024-08-11,9,1056
2024-08-11,10,1339
2024-08-11,11,915
2024-08-11,12,1271
2024-08-11,13,1400
2024-08-11,14,1763
2024-08-11,15,1889
2024-08-11,16,2146
2024-08-11,17,2185
2024-08-11,18,2186
2024-08-11,19,1927
2024-08-11,20,1513
2024-08-11,21,1084
2024-08-11,22,823
2024-08-11,23,629
2024-08-12,0,325
2024-08-12,1,190
2024-08-12,2,104
2024-08-12,3,75
2024-08-12,4,72
2024-08-12,5,197
2024-08-12,6,524
2024-08-12,7,1052
2024-08-12,8,2077
2024-08-12,9,1221
2024-08-12,10,910
2024-08-12,11,1007
2024-08-12,12,1172
2024-08-12,13,1078
2024-08-12,14,1069
2024-08-12,15,1398
2024-08-12,16,2257
2024-08-12,17,3385
2024-08-12,18,2918
2024-08-12,19,2388
2024-08-12,20,1910
2024-08-12,21,1241
2024-08-12,22,980
2024-08-12,23,746
2024-08-13,0,293
2024-08-13,1,156
2024-08-13,2,117
2024-08-13,3,74
2024-08-13,4,57
2024-08-13,5,229
2024-08-13,6,578
2024-08-13,7,1254
2024-08-13,8,2758
2024-08-13,9,1601
2024-08-13,10,978
2024-08-13,11,1105
2024-08-13,12,1322
2024-08-13,13,1313
2024-08-13,14,1326
2024-08-13,15,1668
2024-08-13,16,2558
2024-08-13,17,4029
2024-08-13,18,3280
2024-08-13,19,2614
2024-08-13,20,2116
2024-08-13,21,1490
2024-08-13,22,1148
2024-08-13,23,642
2024-08-14,0,339
2024-08-14,1,182
2024-08-14,2,120
2024-08-14,3,70
2024-08-14,4,63
2024-08-14,5,188
2024-08-14,6,580
2024-08-14,7,1282
2024-08-14,8,2618
2024-08-14,9,1634
2024-08-14,10,1063
2024-08-14,11,1121
2024-08-14,12,1359
2024-08-14,13,1440
2024-08-14,14,1447
2024-08-14,15,1703
2024-08-14,16,2670
2024-08-14,17,4004
2024-08-14,18,3643
2024-08-14,19,2677
2024-08-14,20,2072
2024-08-14,21,1567
2024-08-14,22,1092
2024-08-14,23,795
2024-08-15,0,377
2024-08-15,1,194
2024-08-15,2,138
2024-08-15,3,78
2024-08-15,4,70
2024-08-15,5,186
2024-08-15,6,564
2024-08-15,7,1191
2024-08-15,8,2610
2024-08-15,9,1514
2024-08-15,10,1095
2024-08-15,11,1140
2024-08-15,12,1394
2024-08-15,13,1418
2024-08-15,14,1449
2024-08-15,15,1708
2024-08-15,16,2616
2024-08-15,17,3916
2024-08-15,18,3438
2024-08-15,19,2780
2024-08-15,20,2147
2024-08-15,21,1578
2024-08-15,22,1449
2024-08-15,23,997
2024-08-16,0,544
2024-08-16,1,290
2024-08-16,2,162
2024-08-16,3,96
2024-08-16,4,63
2024-08-16,5,188
2024-08-16,6,436
2024-08-16,7,987
2024-08-16,8,1810
2024-08-16,9,1321
2024-08-16,10,1131
2024-08-16,11,1333
2024-08-16,12,1657
2024-08-16,13,1667
2024-08-16,14,1676
2024-08-16,15,1938
2024-08-16,16,2390
2024-08-16,17,2679
2024-08-16,18,2654
2024-08-16,19,1788
2024-08-16,20,468
2024-08-16,21,437
2024-08-16,22,692
2024-08-16,23,808
2024-08-17,0,577
2024-08-17,1,417
2024-08-17,2,372
2024-08-17,3,200
2024-08-17,4,122
2024-08-17,5,108
2024-08-17,6,237
2024-08-17,7,415
2024-08-17,8,652
2024-08-17,9,1101
2024-08-17,10,1452
2024-08-17,11,1722
2024-08-17,12,1990
2024-08-17,13,1464
2024-08-17,14,1065
2024-08-17,15,1449
2024-08-17,16,1581
2024-08-17,17,1333
2024-08-17,18,1418
2024-08-17,19,1429
2024-08-17,20,1291
2024-08-17,21,1031
2024-08-17,22,950
2024-08-17,23,841
2024-08-18,0,623
2024-08-18,1,590
2024-08-18,2,480
2024-08-18,3,233
2024-08-18,4,139
2024-08-18,5,98
2024-08-18,6,128
2024-08-18,7,271
2024-08-18,8,498
2024-08-18,9,961
2024-08-18,10,1391
2024-08-18,11,1754
2024-08-18,12,1982
2024-08-18,13,2127
2024-08-18,14,2425
2024-08-18,15,2255
2024-08-18,16,1551
2024-08-18,17,738
2024-08-18,18,988
2024-08-18,19,1168
2024-08-18,20,1023
2024-08-18,21,831
2024-08-18,22,630
2024-08-18,23,569
2024-08-19,0,325
2024-08-19,1,152
2024-08-19,2,126
2024-08-19,3,69
2024-08-19,4,69
2024-08-19,5,167
2024-08-19,6,504
2024-08-19,7,947
2024-08-19,8,1853
2024-08-19,9,1092
2024-08-19,10,793
2024-08-19,11,895
2024-08-19,12,1072
2024-08-19,13,1116
2024-08-19,14,1107
2024-08-19,15,1327
2024-08-19,16,2133
2024-08-19,17,3461
2024-08-19,18,2969
2024-08-19,19,2294
2024-08-19,20,1656
2024-08-19,21,1191
2024-08-19,22,804
2024-08-19,23,633
2024-08-20,0,277
2024-08-20,1,127
2024-08-20,2,91
2024-08-20,3,55
2024-08-20,4,61
2024-08-20,5,180
2024-08-20,6,603
2024-08-20,7,1215
2024-08-20,8,2578
2024-08-20,9,1504
2024-08-20,10,944
2024-08-20,11,1089
2024-08-20,12,1235
2024-08-20,13,1207
2024-08-20,14,1292
2024-08-20,15,1647
2024-08-20,16,2604
2024-08-20,17,3522
2024-08-20,18,3244
2024-08-20,19,2337
2024-08-20,20,1818
2024-08-20,21,1442
2024-08-20,22,1101
2024-08-20,23,921
2024-08-21,0,379
2024-08-21,1,154
2024-08-21,2,108
2024-08-21,3,55
2024-08-21,4,59
2024-08-21,5,156
2024-08-21,6,542
2024-08-21,7,1188
2024-08-21,8,2611
2024-08-21,9,1579
2024-08-21,10,1012
2024-08-21,11,1069
2024-08-21,12,1270
2024-08-21,13,1261
2024-08-21,14,1288
2024-08-21,15,1574
2024-08-21,16,2569
2024-08-21,17,3881
2024-08-21,18,3297
2024-08-21,19,2474
2024-08-21,20,1833
2024-08-21,21,1286
2024-08-21,22,1077
2024-08-21,23,791
2024-08-22,0,383
2024-08-22,1,151
2024-08-22,2,130
2024-08-22,3,68
2024-08-22,4,46
2024-08-22,5,177
2024-08-22,6,538
2024-08-22,7,1175
2024-08-22,8,2531
2024-08-22,9,1535
2024-08-22,10,1072
2024-08-22,11,1146
2024-08-22,12,1381
2024-08-22,13,1365
2024-08-22,14,1414
2024-08-22,15,1694
2024-08-22,16,2752
2024-08-22,17,3931
2024-08-22,18,3548
2024-08-22,19,2633
2024-08-22,20,1954
2024-08-22,21,1505
2024-08-22,22,1175
2024-08-22,23,1223
2024-08-23,0,566
2024-08-23,1,265
2024-08-23,2,171
2024-08-23,3,76
2024-08-23,4,60
2024-08-23,5,169
2024-08-23,6,425
2024-08-23,7,949
2024-08-23,8,1701
2024-08-23,9,1292
2024-08-23,10,1138
2024-08-23,11,1374
2024-08-23,12,1585
2024-08-23,13,1690
2024-08-23,14,1738
2024-08-23,15,1997
2024-08-23,16,2427
2024-08-23,17,2931
2024-08-23,18,2797
2024-08-23,19,2380
2024-08-23,20,1779
2024-08-23,21,1450
2024-08-23,22,1155
2024-08-23,23,943
2024-08-24,0,692
2024-08-24,1,532
2024-08-24,2,455
2024-08-24,3,181
2024-08-24,4,86
2024-08-24,5,92
2024-08-24,6,185
2024-08-24,7,444
2024-08-24,8,760
2024-08-24,9,1135
2024-08-24,10,1497
2024-08-24,11,1849
2024-08-24,12,2133
2024-08-24,13,2191
2024-08-24,14,2217
2024-08-24,15,2337
